lat,lng,active,days_old,category
18.305501975953334,42.72842209786176,0,0,المحلات التجارية
18.250902697778383,42.78915635556672,1,843,المحلات التجارية
18.299301671706544,42.70544872619212,0,0,المحلات التجارية
18.28639335481307,42.76277029886842,1,783,المحلات التجارية
18.298490447976008,42.72696775856204,1,0,المطابخ و المطاعم و ما في حكمها
18.25444627598891,42.74545775925295,1,0,المطابخ و المطاعم و ما في حكمها
18.29188631671993,42.73054642731911,0,866,المحلات التجارية
18.39381141214323,42.70509796174638,1,0,المستودعات
18.308059256287777,42.7119255065918,1,2064,المحلات التجارية
18.313059753836217,42.72704243659973,1,0,المطابخ و المطاعم و ما في حكمها
18.33284078033101,42.73817711398484,1,0,المحلات التجارية
18.22589092284152,42.471780600463205,0,581,المحلات التجارية
18.324983654621064,42.71504893898964,0,0,المحلات التجارية
18.324609125566056,42.752633560448885,1,570,المحلات التجارية
18.30676263648114,42.74005651473999,1,0,المحلات التجارية
18.263990311149243,42.764467313469545,1,0,المحلات التجارية
18.24661837575704,42.764314835643255,0,1569,المطابخ و المطاعم و ما في حكمها
18.28506696659516,42.73993883281946,1,430,المطابخ و المطاعم و ما في حكمها
18.219350788786247,42.49454587697983,1,218,المحلات التجارية
18.2942853038665,42.74934033899111,0,1155,المحلات التجارية
18.25824819196761,42.47609641593617,1,0,المحلات التجارية
18.241103419322048,42.773802928019386,0,0,المحلات التجارية
18.30789759433772,42.729924668653766,0,0,المحلات التجارية
18.3058479781279,42.72890112362802,1,1163,المحلات التجارية
18.305480957,42.7299194340001,0,1684,المحلات التجارية
18.29497396435777,42.75993595831096,1,0,المحلات التجارية
18.283319470840866,42.733993884176016,0,0,المطابخ و المطاعم و ما في حكمها
18.304997772834884,42.75178514420986,1,0,المحلات التجارية
18.31817280152392,42.69159582633933,1,385,المحلات التجارية
18.30001781285109,42.728460067883134,1,0,المحلات التجارية
18.30555808906324,42.69241293290683,1,44,المحلات التجارية
18.302901532032667,42.731341078639865,0,1497,المحلات التجارية
18.30278431544985,42.71650543398397,1,0,المحلات التجارية
18.3124486250272,42.72646140307188,1,0,المحلات التجارية
18.209040636807167,42.50082704434442,0,1694,المحلات التجارية
18.209900550891355,42.5194434249413,0,1520,المحلات التجارية
18.305490835117453,42.72838773205876,1,0,المحلات التجارية
18.38516985334041,42.71160950606825,1,0,المحلات التجارية
18.28697361932356,42.74740142532597,0,663,المحلات التجارية
18.224168658658925,42.50058528967202,1,1497,المحلات التجارية
18.32230223001288,42.6764684169188,1,0,المحلات التجارية
18.2871093750001,42.7285156250001,0,1385,المحلات التجارية
18.21281771926387,42.51744747391692,0,663,المحلات التجارية
18.405746286787803,42.70216485969279,1,2097,المستودعات
18.2385269463457,42.68165978921275,1,0,المطابخ و المطاعم و ما في حكمها
18.30787772484599,42.74475460171976,1,461,المحلات التجارية
18.223114238546188,42.80772973783314,1,0,المحلات التجارية
18.326030056017714,42.75414037518203,0,0,المحلات التجارية
18.230490863841368,42.50453031925284,1,0,مدن الملاهي و الترفيه
18.28960585199492,42.72800672705382,1,0,المحلات التجارية
18.33159352862294,42.74399654437303,1,831,المحلات التجارية
18.34481320094433,42.77101800777018,1,0,المحلات التجارية
18.305776517753813,42.7245710324496,1,503,المحلات التجارية
18.325289515436083,42.744422648102045,1,0,المحلات التجارية
18.21330502153218,42.50083107060186,1,92,المحلات التجارية
18.23057520888028,42.50430490188342,1,0,المطابخ و المطاعم و ما في حكمها
18.316280284696667,42.69389271755579,0,574,المطابخ و المطاعم و ما في حكمها
18.2959926983616,42.75956808376877,1,554,المحلات التجارية
18.220843280630103,42.49001822434366,1,0,المحلات التجارية
18.3031821440001,42.7217597960001,0,1623,المطابخ و المطاعم و ما في حكمها
18.224329721538567,42.498304369779255,0,292,المحلات التجارية
18.24029211483699,42.77304299175739,0,1495,المحلات التجارية
18.25046502242327,42.78886641860372,0,1044,المحلات التجارية
18.32705854840109,42.69297511316836,0,0,المطابخ و المطاعم و ما في حكمها
18.229530010220344,42.49591401468091,1,0,المطابخ و المطاعم و ما في حكمها
18.28473515288391,42.74000050682352,1,0,المحلات التجارية
18.36005322930141,42.82976752147079,1,0,المطابخ و المطاعم و ما في حكمها
18.374453685525395,42.697666415342255,1,0,المحلات التجارية
18.285285698179475,42.6656754548503,0,394,محلات تغيير الزيوت و الشحوم و غسيل السيارات
18.22099831078285,42.52333918747043,0,110,المحلات التجارية
18.285661717589093,42.72926967591047,0,33,المحلات التجارية
18.316094796346007,42.69250334044434,1,0,المطابخ و المطاعم و ما في حكمها
18.221392472370056,42.50229477882385,0,0,المطابخ و المطاعم و ما في حكمها
18.328815559251268,42.75009192221543,1,0,المحلات التجارية
18.2452955096998,42.57327077032728,0,447,المحلات التجارية
18.311744594683223,42.72808276714584,0,97,المحلات التجارية
18.31017017,42.693655268,0,1645,المحلات التجارية
18.29732435120245,42.75448250238496,0,1610,المطابخ و المطاعم و ما في حكمها
18.233494903335853,42.58668591076643,0,0,المطابخ و المطاعم و ما في حكمها
18.298431539122817,42.72309749387205,1,0,المحلات التجارية
18.2990722660001,42.723510742,0,2004,المحلات التجارية
18.28778976816577,42.730726450681686,1,0,المحلات التجارية
18.30578059174707,42.732208451695634,0,1562,المحلات التجارية
18.43913178677224,42.6486149802804,0,0,محطات الوقود ( داخل النطاق العمراني )
18.29349484267057,42.75040648877621,0,0,المطابخ و المطاعم و ما في حكمها
18.27669805548308,42.72512055002153,1,532,المحلات التجارية
18.28048479959034,42.670634844494536,1,189,المحلات التجارية
18.3270758941122,42.761822221800685,0,37,المطابخ و المطاعم و ما في حكمها
18.33220488488861,42.69951879929344,1,0,المحلات التجارية
18.3251872983963,42.73439200809141,0,1323,المحلات التجارية
18.30500718406985,42.728870388696045,1,0,المحلات التجارية
18.28761045377387,42.663961161663714,0,1569,المحلات التجارية
18.30592652084357,42.72858453914523,1,782,المحلات التجارية
18.236046207246787,42.59146305732429,0,362,المحلات التجارية
18.224914168993664,42.506773145869374,0,55,المحلات التجارية
18.27940586646652,42.692916272208095,0,0,المطابخ و المطاعم و ما في حكمها
18.269472789527484,42.73995278533853,1,0,المطابخ و المطاعم و ما في حكمها
18.297467576092583,42.74689111858606,0,0,المطابخ و المطاعم و ما في حكمها
18.248969457056933,42.78559362956698,0,1547,المحلات التجارية
18.213734681926724,42.50412077642977,1,1534,المحلات التجارية
18.240355932307267,42.56061057217562,0,1072,المطابخ و المطاعم و ما في حكمها
18.24344085784313,42.80153675991632,0,0,المطابخ و المطاعم و ما في حكمها
18.30410737646406,42.73013963364065,1,382,الأنشطة الأخرى
18.34071520892431,42.77943715965377,1,0,المحلات التجارية
18.307502858453503,42.72981114685536,1,1475,المحلات التجارية
18.22638049984357,42.58722558617592,0,0,المطابخ و المطاعم و ما في حكمها
18.298296498983863,42.55487150860446,0,5,المحلات التجارية
18.23667376584406,42.57888768799603,1,0,المحلات التجارية
18.23953886886132,42.505695819854736,0,348,المطابخ و المطاعم و ما في حكمها
18.34446870876633,42.66880455426872,0,0,المطابخ و المطاعم و ما في حكمها
18.364788587188336,42.69488679977317,0,827,المطابخ و المطاعم و ما في حكمها
18.223679584947703,42.55870473571122,1,388,المطابخ و المطاعم و ما في حكمها
18.23878224838185,42.52595149923445,1,0,المطابخ و المطاعم و ما في حكمها
18.224182178863234,42.8069380924148,1,1287,المحلات التجارية
18.28881808976371,42.69187331199646,1,0,المطابخ و المطاعم و ما في حكمها
18.404962847003773,42.69467471167445,1,0,الأنشطة الأخرى
18.246366805889,42.51579141911067,0,2072,المحلات التجارية
18.22830742419076,42.51226279538096,1,0,المطابخ و المطاعم و ما في حكمها
18.3068847660001,42.759277344,0,1509,المحلات التجارية
18.295363074916665,42.7212657843946,1,0,المحلات التجارية
18.301652217456976,42.729819528758526,1,0,المحلات التجارية
18.22719040787728,42.519027488306165,0,0,محلات تغيير الزيوت و الشحوم و غسيل السيارات
18.28575873351513,42.67510606907308,1,0,المحلات التجارية
18.306034981111964,42.72797052654249,1,0,المحلات التجارية
18.24798240866663,42.78660365380347,1,1817,المحلات التجارية
18.29693834259398,42.75112633985441,0,97,المطابخ و المطاعم و ما في حكمها
18.308289371178105,42.761432637264896,0,1562,المحلات التجارية
18.21584937711636,42.50256609532835,1,0,الأنشطة الطبية
18.32857470401265,42.75660240787944,1,0,المطابخ و المطاعم و ما في حكمها
18.208955569786312,42.500698717416505,1,0,المطابخ و المطاعم و ما في حكمها
18.22695316118004,42.80420876754833,1,2159,المطابخ و المطاعم و ما في حكمها
18.237958410954192,42.580574210733175,1,2000,المطابخ و المطاعم و ما في حكمها
18.32269735126039,42.75043354425191,0,0,المطابخ و المطاعم و ما في حكمها
18.218915833197528,42.50212196056775,0,1553,المحلات التجارية
18.35458546052076,42.820928129197085,0,588,المحلات التجارية
18.330055272670727,42.76704289019108,1,0,المطابخ و المطاعم و ما في حكمها
18.31098600854868,42.74533573878826,0,449,المطابخ و المطاعم و ما في حكمها
18.26714309750384,42.65237174928188,1,288,المحلات التجارية
18.317007291581305,42.73607477545738,1,181,المحلات التجارية
18.243321703741387,42.57635568268597,1,2191,الورش المهنية
18.339149601600965,42.75526073038028,1,0,المطابخ و المطاعم و ما في حكمها
18.257608468567668,42.47585850767791,1,61,المطابخ و المطاعم و ما في حكمها
18.24784755980174,42.57547566667199,0,0,الورش المهنية
18.311959780738988,42.726445331931615,1,0,المحلات التجارية
18.32710002821313,42.74297303926774,1,0,المطابخ و المطاعم و ما في حكمها
18.3116116696267,42.7297593164473,0,0,المحلات التجارية
18.25203809460052,42.47552365064621,1,0,الورش المهنية
18.297892241392923,42.746182901672576,0,95,المحلات التجارية
18.33712322424913,42.73661297746003,1,0,المحلات التجارية
18.30655955632436,42.72822202183306,1,1509,المحلات التجارية
18.32340922327305,42.747276729267526,1,0,المطابخ و المطاعم و ما في حكمها
18.219200469890914,42.529060717963056,0,1036,المحلات التجارية
18.26419434570608,42.76634616321488,1,315,المحلات التجارية
18.30801248938641,42.72976841049287,1,0,المحلات التجارية
18.224072484090115,42.80019549652934,1,750,المحلات التجارية
18.325876617373915,42.75351410613201,0,427,المحلات التجارية
18.292068631439747,42.735176319256425,0,841,المحلات التجارية
18.210053516924432,42.55513245239854,1,121,المحلات التجارية
18.30162600232076,42.72095704768056,1,0,المحلات التجارية
18.242059706507604,42.57647051475942,1,320,المطابخ و المطاعم و ما في حكمها
18.26416795856628,42.77030039719562,0,368,المحلات التجارية
18.36960870696751,42.69376661628485,1,98,المحلات التجارية
18.300910644561327,42.77149498858861,1,0,المطابخ و المطاعم و ما في حكمها
18.38510895120945,42.71073284558952,1,432,المحلات التجارية
18.243049863126743,42.57333605493016,1,0,الورش المهنية
18.356614578658125,42.82806276389103,1,0,المحلات التجارية
18.30054763533424,42.72303666830922,0,1919,المحلات التجارية
18.20146528914924,42.49525758437812,1,1804,المطابخ و المطاعم و ما في حكمها
18.36207678283497,42.83197910054653,0,264,المحلات التجارية
18.316974807978035,42.69661640973512,0,223,المحلات التجارية
18.30535942369521,42.72965023782002,1,333,المحلات التجارية
18.31013248972847,42.74778120689596,0,1803,المحلات التجارية
18.334126463337,42.75548659265041,1,1886,المحلات التجارية
18.34706843829953,42.768810701771294,1,0,المحلات التجارية
18.336925669566924,42.76816505938768,1,1850,المطابخ و المطاعم و ما في حكمها
18.30782626650162,42.72992773379909,1,0,المحلات التجارية
18.31648999253089,42.73697851225734,0,0,المحلات التجارية
18.292813040096807,42.75333826576279,0,382,المطابخ و المطاعم و ما في حكمها
18.223969064523445,42.558041140437126,1,1507,الفنادق و الشقق الفندقية و المنتجعات و ما في حكمها
18.27378498980377,42.665750238614486,1,0,المحلات التجارية
18.3526232240197,42.6714699173476,1,0,المحلات التجارية
18.310312044462577,42.75786663405597,1,0,الورش المهنية
18.2089650104474,42.5183545141592,0,0,المحلات التجارية
18.23002764369513,42.50267649069429,1,1090,المحلات التجارية
18.22992271503915,42.50663568265736,1,0,المحلات التجارية
18.22194030891009,42.49973536469042,1,1768,المحلات التجارية
18.215277456134487,42.510224885293184,0,0,المطابخ و المطاعم و ما في حكمها
18.307112933276528,42.71366626024246,1,735,المحلات التجارية
18.307182244530296,42.75113923475146,1,0,المحلات التجارية
18.35993628738764,42.70840276032686,1,613,المطابخ و المطاعم و ما في حكمها
18.292986838893533,42.75285779755277,0,1803,المحلات التجارية
18.268937811502884,42.73143622701257,0,132,المحلات التجارية
18.3062111675712,42.69191028670864,0,999,المحلات التجارية
18.22555928284504,42.5872818287462,0,961,المطابخ و المطاعم و ما في حكمها
18.36408091977446,42.70327806719141,0,411,المحلات التجارية
18.220217340295832,42.80618757023492,0,1553,المحلات التجارية
18.237121582,42.783081055,0,1372,المطابخ و المطاعم و ما في حكمها
18.220889298792542,42.80710034072399,1,0,المحلات التجارية
18.383772081969504,42.701492356853656,1,747,المحلات التجارية
18.3025648733492,42.737259386247445,1,1078,المحلات التجارية
18.305733148136028,42.72912533953786,0,0,المحلات التجارية
18.30871582,42.7233276370001,0,2110,المحلات التجارية
18.23463807310505,42.50106926076114,1,446,محلات تغيير الزيوت و الشحوم و غسيل السيارات
18.30803450808112,42.71159919910133,1,0,المحلات التجارية
18.40061886237556,42.70126179795964,0,190,الورش المهنية
18.218730410812203,42.53056551816246,0,1127,الأنشطة التعليمية
18.38656487183785,42.70057580285887,1,1512,الأنشطة الأخرى
18.209627304426405,42.50928327441216,1,898,الورش المهنية
18.3073120120001,42.731323242,0,2048,المحلات التجارية
18.36361491013031,42.46507067133145,0,0,المحلات التجارية
18.54090211709321,42.89553547698591,0,262,المحلات التجارية
18.30653186355725,42.72801825776696,1,0,المحلات التجارية
18.33357929923207,42.76171845383942,1,2174,الفنادق و الشقق الفندقية و المنتجعات و ما في حكمها
18.306243169101364,42.71812854056704,0,1741,المطابخ و المطاعم و ما في حكمها
18.33403096508705,42.759746293657926,1,118,المحلات التجارية
18.224008076873123,42.80015326751781,0,877,المحلات التجارية
18.298778979320048,42.71232004596318,1,0,المحلات التجارية
18.22060357654388,42.5233253199513,1,0,المطابخ و المطاعم و ما في حكمها
18.21641832468169,42.52663084733215,0,417,المحلات التجارية
18.26452949628372,42.76306374929845,1,1807,محطات الوقود ( داخل النطاق العمراني )
18.21623479580866,42.54965528171847,1,0,المحلات التجارية
18.250049869377868,42.78920434232788,1,342,المطابخ و المطاعم و ما في حكمها
18.30543897335545,42.693623584472576,1,0,المحلات التجارية
18.2495553746259,42.789374347044905,1,676,المحلات التجارية
18.2192296914526,42.53067372366786,1,161,المطابخ و المطاعم و ما في حكمها
18.324459079569785,42.72383063147343,0,1346,المحلات التجارية
18.231985530748645,42.59637594223023,1,1071,المحلات التجارية
18.21005036412456,42.49413869714773,0,338,المحلات التجارية
18.361258362817253,42.70826311782002,1,0,المحلات التجارية
18.23668039552452,42.59311576354291,1,0,المحلات التجارية
18.306238224461254,42.72974384017289,1,0,المحلات التجارية
18.28710700826496,42.72903846457631,0,825,المحلات التجارية
18.340750615880552,42.77704996056855,1,0,محطات الوقود ( داخل النطاق العمراني )
18.23811069112392,42.60175415023422,1,0,المحلات التجارية
18.29790685669125,42.72326825301539,0,289,المحلات التجارية
18.33792203346914,42.735549649223685,1,121,المحلات التجارية
18.3277205486189,42.7586577180773,1,0,المحلات التجارية
18.22070122618784,42.531036915522726,0,312,المحلات التجارية
18.37307273205513,42.69200859640529,1,0,إصدار التراخيص بتأسيس أو تشغيل الصراف الألي
18.29351975212019,42.747395457699895,0,0,المحلات التجارية
18.30024275505892,42.72013857526001,1,0,المطابخ و المطاعم و ما في حكمها
18.2507920541079,42.78903931626355,1,1433,المحلات التجارية
18.30695915386497,42.7299024626805,1,0,المحلات التجارية
18.25254821606758,42.78875374768637,1,294,المحلات التجارية
18.364236992918947,42.69215720705688,0,0,المحلات التجارية
18.30602145641892,42.71873127669096,1,0,المحلات التجارية
18.2312033488722,42.59344743545146,1,0,المحلات التجارية
18.22782874618333,42.51033117994666,1,684,الأنشطة الطبية
18.29308443310836,42.6572909206152,0,1012,المحلات التجارية
18.30997425412111,42.72092644671943,0,863,المحلات التجارية
18.382233946655266,42.70345880447438,0,0,المحلات التجارية
18.335122286425445,42.75919918902218,1,828,المحلات التجارية
18.25152832310951,42.7611877117306,1,202,المحلات التجارية
18.29747083891715,42.72981315851212,1,97,المطابخ و المطاعم و ما في حكمها
18.226409130592018,42.4980045463701,1,0,المطابخ و المطاعم و ما في حكمها
18.2092729312767,42.5100128477913,0,331,المحلات التجارية
18.33272453584558,42.6879234239459,1,945,المطابخ و المطاعم و ما في حكمها
18.306608098233028,42.72915358655155,0,0,المحلات التجارية
18.30576918346823,42.72812311770947,0,1489,المحلات التجارية
18.39716971,42.68358034,1,0,المحلات التجارية
18.3338898733704,42.696255907928,0,0,المحلات التجارية
18.22663950942469,42.541593060860194,0,71,محلات تغيير الزيوت و الشحوم و غسيل السيارات
18.2509155270001,42.7891235350001,0,2128,المحلات التجارية
18.217956532203743,42.55974685773253,1,0,المحلات التجارية
18.28831172791244,42.71139073167585,0,508,المطابخ و المطاعم و ما في حكمها
18.40681170260536,42.699733532987686,1,0,المستودعات
18.413151686,42.705390562,0,1809,المحلات التجارية
18.299046691703623,42.721733062161455,1,0,المطابخ و المطاعم و ما في حكمها
18.251324024443107,42.79028996416238,1,0,المطابخ و المطاعم و ما في حكمها
18.385802493304126,42.69214897690581,1,0,المحلات التجارية
18.303246799726423,42.72656390557366,0,0,المحلات التجارية
18.22706995290557,42.589519796893,0,0,المطابخ و المطاعم و ما في حكمها
18.25249572547848,42.47659024782479,1,648,المحلات التجارية
18.328774969695544,42.69158857874572,1,164,المحلات التجارية
18.315912848536826,42.69219253548679,1,0,المحلات التجارية
18.23137690274585,42.49411504715681,1,1161,المحلات التجارية
18.22570226962196,42.80310234054923,1,0,المحلات التجارية
18.29870003087097,42.76627967797682,1,0,المحلات التجارية
18.37058016456889,42.64676865318178,1,0,المحلات التجارية
18.305594926258934,42.737617448058,1,722,المحلات التجارية
18.242477480907752,42.78318735770881,1,547,المحلات التجارية
18.31496573924785,42.75258842927678,0,1824,المحلات التجارية
18.31689116719864,42.68485101546352,1,0,المحلات التجارية
18.27744970768205,42.72501762025058,1,553,المحلات التجارية
18.33735475200254,42.7643287461251,0,629,محلات تغيير الزيوت و الشحوم و غسيل السيارات
18.299926758,42.7216796870001,0,2040,المحلات التجارية
18.364528703869155,42.70778048783541,1,0,المطابخ و المطاعم و ما في حكمها
18.316969655672622,42.6922708871639,0,94,المطابخ و المطاعم و ما في حكمها
18.312927899795213,42.74510149843991,0,0,المحلات التجارية
18.209074253738223,42.51932697370648,0,11,المحلات التجارية
18.22417709781558,42.55858160555363,1,236,المطابخ و المطاعم و ما في حكمها
18.22448218101499,42.797342045232654,1,102,المحلات التجارية
18.242403871177387,42.57282480360104,1,0,المحلات التجارية
18.306218196625785,42.72907518550781,0,2176,المحلات التجارية
18.312013245973287,42.72538317500904,0,506,المحلات التجارية
18.30641966005902,42.73189924657345,1,1504,المحلات التجارية
18.295675730577955,42.6858767377297,1,0,المحلات التجارية
18.30690290698358,42.75878584295796,1,0,المحلات التجارية
18.30577903689995,42.7322646253815,0,1020,المحلات التجارية
18.309552656795915,42.68958823755384,1,0,الأنشطة التعليمية
18.223562550989143,42.500923331826925,0,333,المحلات التجارية
18.312243870335124,42.74528300968874,1,0,محلات تغيير الزيوت و الشحوم و غسيل السيارات
18.229794321983643,42.48983010414288,0,272,الفنادق و الشقق الفندقية و المنتجعات و ما في حكمها
18.291551098732896,42.68183263018727,1,145,المحلات التجارية
18.3149346220001,42.752408051,0,1706,المحلات التجارية
18.30781869720323,42.68778872676194,0,1506,المحلات التجارية
18.30230726416212,42.71617690688549,0,673,المحلات التجارية
18.31101139558037,42.72338098845121,1,0,المحلات التجارية
18.29785049170582,42.72945911463578,0,1104,المحلات التجارية
18.304495357048225,42.73130694493107,1,0,المحلات التجارية
18.2566845561671,42.75128088891506,1,0,المحلات التجارية
18.28509284774076,42.71126329189756,1,0,المحلات التجارية
18.305135502888447,42.72048227146422,1,0,المطابخ و المطاعم و ما في حكمها
18.33660686054806,42.73694213479757,0,0,المحلات التجارية
18.29702383138105,42.70417836494744,1,1442,المحلات التجارية
18.239894396273613,42.77664712630212,1,0,المحلات التجارية
18.301330566,42.7265014650001,0,2004,المحلات التجارية
18.346895176119176,42.7326806075871,1,1440,المحلات التجارية
18.256002862157374,42.75068208575249,1,61,المحلات التجارية
18.2872434126337,42.7110430598259,1,1029,الفنادق و الشقق الفندقية و المنتجعات و ما في حكمها
18.426025844817005,42.70506980385272,1,0,المستودعات
18.36396015741889,42.46539529412985,1,0,المحلات التجارية
18.29441450035952,42.760440884158015,1,208,المطابخ و المطاعم و ما في حكمها
18.337968816205446,42.76446017436683,1,0,المطابخ و المطاعم و ما في حكمها
18.285906028678625,42.664545885294224,1,0,المطابخ و المطاعم و ما في حكمها
18.28710421704524,42.67580226995051,1,597,المحلات التجارية
18.31629827430212,42.69392897426602,1,628,المحلات التجارية
18.2916870120001,42.708496094,0,2168,المحلات التجارية
18.21291802321484,42.511723414063454,0,0,المحلات التجارية
18.21125993229913,42.50710934400559,1,873,المحلات التجارية
18.223259917088427,42.586067182581374,1,0,المحلات التجارية
18.306040129071192,42.72888185421074,1,0,المحلات التجارية
18.30641329390092,42.72902995347977,1,0,المحلات التجارية
18.21880207735427,42.81018828884748,1,0,المحلات التجارية
18.235879664612867,42.56480039097369,1,575,المطابخ و المطاعم و ما في حكمها
18.300839011759965,42.75042889633917,1,109,المحلات التجارية
18.21850750531425,42.55627733876136,1,0,المطابخ و المطاعم و ما في حكمها
18.295424397292315,42.70079937210922,0,648,المحلات التجارية
18.303982013495983,42.72383169997243,0,180,المطابخ و المطاعم و ما في حكمها
18.226622843702373,42.51828074455261,1,1397,الأنشطة الطبية
18.38434047963817,42.876529894368055,0,1573,محطات الوقود ( داخل النطاق العمراني )
18.312597541872023,42.745170478645775,0,445,محلات تغيير الزيوت و الشحوم و غسيل السيارات
18.21602247347346,42.5102822383606,0,695,المحلات التجارية
18.289013583565502,42.72735630529805,1,0,الورش المهنية
18.21634355321341,42.522268518805504,1,0,المطابخ و المطاعم و ما في حكمها
18.30640629112672,42.7375574503094,1,652,المحلات التجارية
18.35383006666917,42.82065812393849,0,742,المحلات التجارية
18.212291334381742,42.53717632032931,1,1579,المحلات التجارية
18.245327773568828,42.75259085005458,0,405,المطابخ و المطاعم و ما في حكمها
18.30719182560141,42.73691723368776,1,2110,المحلات التجارية
18.135208157267822,42.5243997015059,1,1842,المطابخ و المطاعم و ما في حكمها
18.307862225451373,42.74240889586508,1,0,المحلات التجارية
18.248955002215936,42.75110574704409,1,0,المحلات التجارية
18.306966021530773,42.72863944294508,0,1481,المحلات التجارية
18.304278217341096,42.72601911032209,1,1080,المحلات التجارية
18.286751632628054,42.65413865459023,1,0,المحلات التجارية
